ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Source_comment
roma1327-8,roma1327,Nu mai îndrăzneau să-l întrebe nimic.,Nu	mai	îndrăzneau	să-l	întrebe	nimic.,neg	more	they.dared	sbjv-him	ask	nothing,They did not dare to ask him anything anymore.,,,,,"NT, Lk 20.40"
roma1327-9,roma1327,Nu ne angajează nimeni.,Nu	ne	angajează	nimeni.,neg	us	hired	nobody,Nobody has hired us.,,,,,"NT, Mt 20.7"
roma1327-10,roma1327,Ai vre-un prieten care te-ar putea ajuta?,Ai	vre-un	prieten	care	te-ar	putea	ajuta?,you.have	indef-one	friend	who	you-would	be.able	help,Do you have any friend who could help you?,,,,,
roma1327-11,roma1327,Nu este probabil să aibă loc nici o/ vre-o nouă întrevedere cu d. Molotov.,Nu	este	probabil	să	aibă	loc	nici	o/	vre-o	nouă	întrevedere	cu	d.	Molotov.,neg	is	probably	sbjv	have	place	neg	one	indef-one	new	interview	with	Mr.	Molotov,It's unlikely that there will be any new interview with Mr. Molotov.,,,,graur1939[174],
mode1248-1,mode1248,*Ká-pjos tilefónise. Mándepse pjos!,*Ká-pjos	tilefónise.	Mándepse	pjos!,indef-who	phoned	guess:impv	who,Someone called. Guess who!,,,,,
mode1248-2,mode1248,Ká-pjos tilefónise. Dhen kséro pjos.,Ká-pjos	tilefónise.	Dhen	kséro	pjos.,indef-who	phoned	not	I:know	who,Someone called. I don't know who.,,,,,
mode1248-3,mode1248,Fére típota/ ká-ti na fáme!,Fére	típota/	ká-ti	na	fáme!,bring:impv	anything	indef-what	sbjv	we:eat,Bring something to eat!,,,,,
mode1248-4,mode1248,Théli na pandreftí kanénan/ ká-pjon pu na milái ghaliká.,Théli	na	pandreftí	kanénan/	ká-pjon	pu	na	milái	ghaliká.,wants	sbjv	she:marry	anyone	indef-whom	who	sbjv	speak	French,She wants to marry someone [non-specific] who speaks French.,,,,,
mode1248-5,mode1248,Ídhes típota/ ká-ti?,Ídhes	típota/	ká-ti?,you:saw	anything	indef-what,Did you see anything/something?,,,,,
mode1248-6,mode1248,"An dhís típota/ ká-ti, pes mu.","An	dhís	típota/	ká-ti,	pes	mu.",if	you:see	anything	indef-what	say:impv	me,"If you see anything/something, tell me.",,,,,
mode1248-7,mode1248,Kanís dhen mu ípe típota.,Kanís	dhen	mu	ípe	típota.,anyone	not	me	said	anything,Nobody told me anything.,,,,,
mode1248-8,mode1248,Dhen nomízo óti írthe kanís.,Dhen	nomízo	óti	írthe	kanís.,not	I:think	that	came	anyone,I don't think that anyone came.,,,,,
mode1248-9,mode1248,Opjos-dhípote borí na lísi aftó to próvlima.,Opjos-dhípote	borí	na	lísi	aftó	to	próvlima.,who-indef	can	sbjv	solve	this	the	problem,Anyone can solve this problem.,,,,,
mode1248-10,mode1248,To aghóri borí na tréksi ghrighorótera apó opjon-dhípote sto sxolío tu.,To	aghóri	borí	na	tréksi	ghrighorótera	apó	opjon-dhípote	sto	sxolío	tu.,the	boy	can	sbjv	he:run	faster	from	whom-indef	in:the	school	his,The boy can run faster than anyone in his school.,,,,,
mode1248-11,mode1248,*Ídhes oti-dhípote?,*Ídhes	oti-dhípote?,you:saw	what-indef,Did you see anything at all?,,,,,
mode1248-12,mode1248,"An dhis oti-dhípote, pes mu.","An	dhis	oti-dhípote,	pes	mu.",if	you:see	what-indef	say:impv	me,"If you see anything at all, tell me.",,,,,
bulg1262-1,bulg1262,Govorix včera s nja-koga v avtobusa.,Govorix	včera	s	nja-koga	v	avtobusa.,I:talked	yesterday	with	indef-whom	in	the:bus,Yesterday I talked to someone on the bus.,,,,,
bulg1262-2,bulg1262,"Nja-koj se obadi, otgatni koj.","Nja-koj	se	obadi,	otgatni	koj.",indef-who	refl	called	guess:impv	who,"Somebody has called, guess who.",,,,,
bulg1262-3,bulg1262,Kogato edin čovek iska da vârši ne-što – daj mu rabota.,Kogato	edin	čovek	iska	da	vârši	ne-što	–	daj	mu	rabota.,when	one	person	wants	sbjv	he:do	indef-what	–	give:impv	him	work,When a person wants to do something – give him or her work.,,,,donceva1970[445],
bulg1262-4,bulg1262,Vidja li ne-što <*kakvo-to i da e>?,Vidja	li	ne-što	<*kakvo-to i da e>?,you:saw	q	indef-what	what-indef,Did you see anything (at all)?,,,,,
bulg1262-5,bulg1262,"Ako vidiš ne-što/ kakvo-to i da e, kaži mi.","Ako	vidiš	ne-što/	kakvo-to i da e,	kaži	mi.",if	you:see	indef-what	what-indef	tell:impv	me,"If you see anything/anything at all, tell me.",,,,,
bulg1262-6,bulg1262,Možeš da vzemeš koj-to i da e moliv.,Možeš	da	vzemeš	koj-to i da e	moliv.,you:can	sbjv	you:take	which-indef	pencil,You can take any pencil.,,,,,
bulg1262-7,bulg1262,"Na mene poveče, otkolkoto i na kogo-to i da bilo drug mi e čužd pokaznijat patos.","Na	mene	poveče,	otkolkoto	i	na	kogo-to i da bilo	drug	mi	e	čužd	pokaznijat	patos.",to	me	more	than	even	to	whom-indef	other	me	is	alien	ostentatious	pathos,Ostentatious pathos is more alien to me than to anyone else.,,,,donceva1970[449],
bulg1262-8,bulg1262,Momče-to go napravi bez kakva-to i da e/ ni-kakva pomošt.,Momče-to	go	napravi	bez	kakva-to i da e/	ni-kakva	pomošt.,boy-the	it	did	without	which-indef	neg-which	help,The boy did it without any help.,,,,,
bulg1262-9,bulg1262,Ni-koj ne mi kaza ni-što.,Ni-koj	ne	mi	kaza	ni-što.,neg-who	not	me	told	neg-what,Nobody told me anything.,,,,,
sout1528-1,sout1528,Mira voli ne-koga.,Mira	voli	ne-koga.,Mira	loves	indef-whom,Mira loves someone.,,,,progovac1991[569],
sout1528-2,sout1528,Daj mi ne-što!,Daj	mi	ne-što!,give	me	indef-what,Give me something!,,,,,
sout1528-3,sout1528,Da li je i-ko/ bilo ko došao?,Da	li	je	i-ko/	bilo	ko	došao?,q	q	aux	indef-who	indef	who	come,Did anyone come?,,,,progovac1990[130-131],
sout1528-4,sout1528,"Ako je i-ko/ bilo ko došao, počn-i-te!","Ako	je	i-ko/	bilo	ko	došao,	počn-i-te!",if	aux	indef-who	indef	who	come	start-impv-2pl,"If anyone has come, start!",,,,progovac1990[130],
sout1528-5,sout1528,Jesi li ne-koga našao?,Jesi	li	ne-koga	našao?,have.you	q	indef-whom	found,Did you find anyone?,,,,,
sout1528-6,sout1528,Milan ne tvrdi da je i-ko/ bilo ko/ *ni-ko došao.,Milan	ne	tvrdi	da	je	i-ko/	bilo	ko/	*ni-ko	došao.,Milan	neg	claims	that	aux	indef-who	indef	who	indef-who	come,Milan does not claim that anyone has come.,,,,progovac1990[130-131],
sout1528-7,sout1528,Marija je pametnija {nego i-ko/ od bilo koga} u razredu.,Marija	je	pametnija	{nego	i-ko/	od	bilo	koga}	u	razredu.,Marija	is	smarter	than	indef-who	from	indef	who:gen	in	class,Marija is smarter than anyone in her class.,,,,,
sout1528-8,sout1528,Bilo ko može istući malo dete.,Bilo	ko	može	istući	malo	dete.,indef	who	can	beat	small	child,Anyone can beat a small child.,,,,progovac1990[130],
sout1528-9,sout1528,Milan ne voli ni-koga <*i-koga>.,Milan	ne	voli	ni-koga	<*i-koga>.,Milan	neg	loves	indef-whom	indef-whom,Milan does not love anyone.,,,,progovac1991[568],
poli1260-1,poli1260,"Kto-ś do ciebie zadzwonil, [zgadnij kto/ ale nie zrozumialam nazwisko].","Kto-ś	do	ciebie	zadzwonil,	[zgadnij	kto/	ale	nie	zrozumialam	nazwisko].",who-indef	to	you	called	guess	who	but	not	I:understood	name,"Someone called you, [guess who/but I didn't understand the name].",,,,,
poli1260-2,poli1260,Zawsze można sie czego-ś nauczyć.,Zawsze	można	sie	czego-ś	nauczyć.,always	one.can	refl	what-indef	teach,One can always learn something.,,,,,
poli1260-3,poli1260,Widzisz kogo-ś <?kogo-kolwiek>?,Widzisz	kogo-ś	<?kogo-kolwiek>?,you:see	whom-indef	whom-indef,Can you see anybody?,,,,,
poli1260-4,poli1260,"Jezeli co-ś/ co-kolwiek zobaczysz, odrazu mnie obudź.","Jezeli	co-ś/	co-kolwiek	zobaczysz,	odrazu	mnie	obudź.",if	what-indef	what-indef	you:see	immediately	me	wake:impv,"If you see anything, wake me up immediately.",,,,,
poli1260-5,poli1260,"Nie sadzę, ze kto-ś/ kto-kolwiek przyszedl.","Nie	sadzę,	ze	kto-ś/	kto-kolwiek	przyszedl.",not	I:think	that	who-indef	who-indef	came,I don't think that anybody came.,,,,,
poli1260-6,poli1260,Możesz mnie odwiedzić o której-kolwiek godzinie.,Możesz	mnie	odwiedzić	o	której-kolwiek	godzinie.,you:can	me	visit	at	which-indef	hour,You can visit me at any time.,,,,,
poli1260-7,poli1260,Grażyna napisala więcej książek niż jaki-kolwiek inny autor.,Grażyna	napisala	więcej	książek	niż	jaki-kolwiek	inny	autor.,Grażyna	wrote	more	books	than	which-indef	other	author,Grazyna has written more books than any other author.,,,,,
poli1260-8,poli1260,Ni-kt ni-c nie wie.,Ni-kt	ni-c	nie	wie.,neg-who	neg-what	not	knows,Nobody knows anything.,,,,,
russ1263-1,russ1263,Kto-to postučal v dver'.,,,Somebody knocked at the door.,,,,,
russ1263-2,russ1263,Spojte nam kakoj-nibud'/kakoj-libo romans.,,,Sing some romance for us.,,,,,
russ1263-3,russ1263,My vstretimsja gde-nibud'/gde-libo.,,,We'll meet somewhere.,,,,,
russ1263-4,russ1263,Zvonil li mne kto-nibud'/kto-libo?,,,Did anyone call me?,,,,,
russ1263-5,russ1263,"Esli čto-nibud'/čto-libo slučitsja, ja skažu mame.",,,"If anything happens, I'll tell mom.",,,,,
russ1263-6,russ1263,Ona xočet vyjti zamužza kogo-to iz Ameriki.,,,She wants to marry someone [specific] from America.,,,,,
russ1263-7,russ1263,Ona xočet vyjti zamužza kogo-nibud'/kogo-to iz Ameriki.,,,She wants to marry someone [non-specific] from America.,,,,,
russ1263-8,russ1263,Zdes' prijatnee žit' čem gde-libo/gde by to ni bylo v mire.,,,Here it is more pleasant to live than anywhere in the world.,,,,,
russ1263-9,russ1263,Otsutstvujut kakie-libo/kakie by to ni bylo ukazanija o sposobe ix primenenija.,,,Any indications about the mode of their use are lacking.,,,,,
russ1263-10,russ1263,bez kakoj-libo/kakoj by to ni bylo pomoši,,,without any help,,,,,
russ1263-11,russ1263,"Esli ty uslyšiš' čto by to ni bylo, razbudi menja.",,,"If you hear anything (at all), wake me up.",,,,,
russ1263-12,russ1263,*Slyšala li ty čto by to ni bylo?,,,Did you hear anything (at all)?,,,,,
russ1263-13,russ1263,Ty možeš' kupit' ljubuju/kakuju ugodno/?kakuju by to ni bylo knigu.,,,You may buy any book.,,,,,
russ1263-14,russ1263,Nikogda ja ne zabudu tebja.,,,I will never forget you.,,,,,
russ1263-15,russ1263,Nam nado pogovorit' s toboj koe o čem.,,,You and I have to talk about something.,,,,,
lith1251-1,lith1251,"Jei tu ką nors/ kaž-ka matai, pasaky-k man.","Jei	tu	ką	nors/	kaž-ka	matai,	pasaky-k	man.",if	you	what	indef	indef-what	see	tell-impv	to:me,"If you see anything/something, tell me.",,,,,
lith1251-2,lith1251,Ne-langva rasti ką nors kas padėtų jums.,Ne-langva	rasti	ką	nors	kas	padėtų	jums.,neg-possible	find	whom	indef	who	help	you,It's impossible to find anyone who would help you.,,,,,
lith1251-3,lith1251,Nie-kas man nie-ko ne-saki.,Nie-kas	man	nie-ko	ne-saki.,neg-who	to:me	neg-what	neg-told,Nobody told me anything.,,,,,
lith1251-4,lith1251,Bet kas gali paaiškinti šią problema.,Bet	kas	gali	paaiškinti	šią	problema.,indef	who	can	solve	this	problem,Anybody can solve this problem.,,,,,
lith1251-5,lith1251,Aš esme suprantu geriau negu kas nors/ bet kas kitas.,Aš	esme	suprantu	geriau	negu	kas	nors/	bet	kas	kitas.,I	essence	understand	better	than	who	indef	indef	who	other,I understand the essence better than anyone else.,,,,pilka1984[146],
lith1251-6,lith1251,Žirardo ne-atskleidžia jokių naujų savo talento pusiu.,Žirardo	ne-atskleidžia	jokių	naujų	savo	talento	pusiu.,Girardeaux	neg-shows	any	new	her	talent's	sides,Girardeaux does not show any new sides of her talent.,,,,pilka1984[87],
lith1251-7,lith1251,Dauguma meteorų pasirodo naktį be jokių/ kokiu nors desningumu.,Dauguma	meteorų	pasirodo	naktį	be	jokių/	kokiu	nors	desningumu.,majority	of:meteors	appear	at:night	without	any	which	indef	regularities,The majority of meteors appear at night without any regularities.,,,,pilka1984[87],
latv1249-1,latv1249,Viņš kaut kur aizgājis.,Viņš	kaut	kur	aizgājis.,he	indef	where	left,He went somewhere.,,,,,
latv1249-2,latv1249,Nopēre kaut ko.,Nopēre	kaut	ko.,buy	indef	what,Buy something.,,,,,
latv1249-3,latv1249,Vai tu gatavojies kaut kur braukt?,Vai	tu	gatavojies	kaut	kur	braukt?,q	you	you:are:prepared	indef	where	to:go,Are you going to go anywhere?,,,,,
latv1249-4,latv1249,"Ja kāds atnāk(tu), saki, lai viņš pagaida.","Ja	kāds	atnāk(tu),	saki,	lai	viņš	pagaida.",if	who	arrives	say:impv	let	he	wait,"If anyone comes, say that he should wait.",,,,,
latv1249-5,latv1249,"Ja kaut kur <*jeb-kur> ejat, tad pasakiet man.","Ja	kaut	kur	<*jeb-kur>	ejat,	tad	pasakiet	man.",if	indef	where	indef-where	you:go	then	tell:impv	me,"If you go anywhere, tell me.",,,,,
latv1249-6,latv1249,Varat nākt jeb-kurā laikā.,Varat	nākt	jeb-kurā	laikā.,you:can	to:come	indef-which	time:loc,You can come at any time.,,,,,
latv1249-7,latv1249,Tas viņu iepriecināja vairāk nekā jeb-kas cits.,Tas	viņu	iepriecināja	vairāk	nekā	jeb-kas	cits.,that	him	delighted	more	than	indef-what	other,It made him more glad than anything else.,,,,,
latv1249-8,latv1249,bez jeb-kādām pārmainām,bez	jeb-kādām	pārmainām,without	indef-which	changes,without any changes,,,,,
latv1249-9,latv1249,"Es nedomāju, ka kāds atnāks.","Es	nedomāju,	ka	kāds	atnāks.",I	not.think	that	who	came,I don't think that anybody came.,,,,,
latv1249-10,latv1249,Viņu ne-kas ne-interesē.,Viņu	ne-kas	ne-interesē.,him	neg-what	neg-interests,Nothing interests him.,,,,,
iris1253-1,iris1253,Tá rud agam le rá leat.,Tá	rud	agam	le	rá	leat.,is	thing	on:me	for	telling	to:you,I have something to tell you.,,,,,"NT, Lk 7.40"
iris1253-2,iris1253,Dúirt duine éigin liom é.,Dúirt	duine	éigin	liom	é.,told	person	certain	to:me	he,Somebody told me.,,,,de_bhaldraithe1959[683],
iris1253-3,iris1253,Caithfear teacht ar réiteach éigin eile.,Caithfear	teacht	ar	réiteach	éigin	eile.,must:fut	coming	on	solution	certain	other,Some other solution will have to be found.,,,,de_bhaldraithe1959[682],
iris1253-4,iris1253,Abair rud éigin.,Abair	rud	éigin.,say:impv	thing	certain,Say something.,,,,de_bhaldraithe1959[683],
iris1253-5,iris1253,An bhfuil aon airgead/ airgead ar bith agat?,An	bhfuil	aon	airgead/	airgead	ar	bith	agat?,q	is	any	money	money	on	world	at:you,Do you have any money?,,,,,
iris1253-6,iris1253,An bhfuil dada le rá agat?,An	bhfuil	dada	le	rá	agat?,q	is	anything	for	telling	at:you,Do you have anything to say?,,,,o_donaill1977[361],
iris1253-7,iris1253,An bhfeiceann tú duine ar bith ansin thall?,An	bhfeiceann	tú	duine	ar	bith	ansin	thall?,q	see	you	person	on	world	there	over,Do you see anyone over there?,,,,,
iris1253-8,iris1253,Má thagann aon duine acu ...,Má	thagann	aon	duine	acu	...,if	comes	any	person	at:them	...,If any of them should come ...,,,,de_bhaldraithe1959[28],
iris1253-9,iris1253,Má thagann sé go deo/ choíche ...,Má	thagann	sé	go deo/ choíche	...,if	comes	he	ever	...,If he ever comes ...,,,,de_bhaldraithe1959[229],
iris1253-10,iris1253,Má chuir sé fearg ort ar dhóigh ar bith ...,Má	chuir	sé	fearg	ort	ar	dhóigh	ar	bith	...,if	puts	he	anger	on:you	on	manner	on	world	...,If he has in any way offended you ...,,,,de_bhaldraithe1959[28],
iris1253-11,iris1253,Ní mheasaim gur tháinig aon duine/ duine ar bith acu.,Ní	mheasaim	gur	tháinig	aon	duine/	duine	ar	bith	acu.,neg	I:think	that	arrived	any	person	man	on	world	at:them,I don't think any of them has arrived.,,,,de_bhaldraithe1959[28],
iris1253-12,iris1253,Níorbh áil leis go mbeadh fios ag aon duine.,Níorbh	áil	leis	go	mbeadh	fios	ag	aon	duine.,neg:was	desire	with:him	that	be	knowledge	at	any	person,He didn't want anyone to know it.,,,,,"NT, Mk 9.30"
iris1253-13,iris1253,Tháinig an bháisteach níos tréine ná riamh.,Tháinig	an	bháisteach	níos	tréine	ná	riamh.,arrived	the	rain	more	power	than	ever,"It started to rain, faster than ever.",,,,de_bhaldraithe1959[229],
iris1253-14,iris1253,chomh maith le aon duine beo,chomh	maith	le	aon	duine	beo,as	good	with	any	man	living,as good as any man,,,,de_bhaldraithe1959[28],
iris1253-15,iris1253,Níor labhair aon duine/ duine ar bith liom.,Níor	labhair	aon	duine/	duine	ar	bith	liom.,neg	spoke	any	person	person	on	world	with:me,Nobody spoke to me.,,,,de_bhaldraithe1959[477],
iris1253-16,iris1253,Ní dúirt siad aon ní/ dada/ rud ar bith le haon duine.,Ní	dúirt	siad	aon	ní/	dada/	rud	ar	bith	le	haon	duine.,neg	said	they	any	thing	anything	thing	on	world	to	any	person,They didn't say anything to anybody.,,,,,
iris1253-17,iris1253,Ní labhair sé riamh air.,Ní	labhair	sé	riamh	air.,neg	spoke	he	ever	on:it,He never spoke of it.,,,,o_donaill1977[997],
iris1253-18,iris1253,Tar lá ar bith/ aon lá (a thogrós tú).,Tar	lá	ar	bith/	aon	lá	(a	thogrós	tú).,come	day	on	world	any	day	that	like	you,Come any day (you like).,,,,de_bhaldraithe1959[28],
iris1253-19,iris1253,Íosfaidh sé rud ar bith/ aon rud/ *dada.,Íosfaidh	sé	rud	ar	bith/	aon	rud/	*dada.,eats:hab	he	thing	on	world	any	thing	anything,He eats anything.,,,,de_bhaldraithe1959[28],
osse1243-1,osse1243,Cy-dær mæ qygdær-y.,Cy-dær	mæ	qygdær-y.,what-indef	me	bother-pres.3sg,Something bothers me.,,,,kulaev1958[52],
osse1243-2,osse1243,Mænæm dær ma is-ty ratt.,Mænæm	dær	ma	is-ty	ratt.,I:dat	also	pt	indef-what	give(impv),"Give me something, too.",,,,,
osse1243-3,osse1243,Dy is-kæj uyn-ys?,Dy	is-kæj	uyn-ys?,you	indef-who	see-pres.2sg,Do you see anybody?,,,,,
osse1243-4,osse1243,"Dy is-ty kuy ssar-i-s, uæd mænæm dær æxsyzgon uaid.","Dy	is-ty	kuy	ssar-i-s,	uæd	mænæm	dær	æxsyzgon	uaid.",you	indef-what	if	find-sbjv-2sg	then	I:dat	also	glad	will:be,"If you find anything, I'll be glad.",,,,,
osse1243-5,osse1243,"Æz dyzærdyg kæn-yn, is-či ærbacæu-dzæn ævi næ.","Æz	dyzærdyg	kæn-yn,	is-či	ærbacæu-dzæn	ævi	næ.",I	doubt	do-pres.1sg	indef-who	come-fut(3sg)	or	not,I doubt that anyone will come.,,,,,
osse1243-6,osse1243,"Aj xuymætæg xyncinag u, či-dæriddær dær æj baxync-dzæn.","Aj	xuymætæg	xyncinag	u,	či-dæriddær	dær	æj	baxync-dzæn.",this	simple	problem	is	who-indef	also	it	solve-fut(3sg),"This is a simple problem, anyone will solve it.",,,,,
osse1243-7,osse1243,Uyj jæ k'lasy kæmæj-dæriddær zonddžyn-dær u.,Uyj	jæ	k'lasy	kæmæj-dæriddær	zonddžyn-dær	u.,he	his	class	who:abl-indef	smart-compr	is,He is smarter than anyone in his class.,,,,,
osse1243-8,osse1243,Æz uym ni-kæj uyd-t-on.,Æz	uym	ni-kæj	uyd-t-on.,I	there	neg-who	see-pst-1sg,I didn't see anyone there.,,,,,
osse1243-9,osse1243,Ma-kædæm acu.,Ma-kædæm	acu.,neg-where	go(impv),Don't go anywhere.,,,,,
west2369-1,west2369,Diruz kas-i-râ dar otobus did-am.,Diruz	kas-i-râ	dar	otobus	did-am.,yesterday	person-indef-acc	on	bus	see:pst-1sg,Yesterday I saw someone [known/unknown] on the bus.,,,,,
west2369-2,west2369,Yek vaqt-i be xâne-ye mâ bey-âyid.,Yek	vaqt-i	be	xâne-ye	mâ	bey-âyid.,one	time-indef	to	house-lk	we	sbjv-come:impv,Come to our house sometime.,,,,,
west2369-3,west2369,Âyâ (hič) čiz-i mi-šanav-i?,Âyâ	(hič)	čiz-i	mi-šanav-i?,q	indef	thing-indef	impf-hear-2sg,Can you hear anything?,,,,,
west2369-4,west2369,"Agar (*hič) čiz-i šanid-i, be man be-gu.","Agar	(*hič)	čiz-i	šanid-i,	be	man	be-gu.",if	indef	thing-indef	hear-2sg	to	me	sbjv-say,"If you hear anything, tell me.",,,,,
west2369-5,west2369,Fekr na-mi-kon-am (ke) Sorâyâ (hič) čiz-i šanide bâšad.,Fekr	na-mi-kon-am	(ke)	Sorâyâ	(hič)	čiz-i	šanide	bâšad.,thinking	neg-impf-do-1sg	that	Soraya	indef	thing-indef	heard	has,I don't think that Soraya heard anything.,,,,,
west2369-6,west2369,Hič kas(-i)/ kas-i zang na-zad.,Hič	kas(-i)/	kas-i	zang	na-zad.,indef	person-indef	person-indef	ring	neg-hit,Nobody called.,,,,,
west2369-7,west2369,Har kas(-i) mi-tavânad in masʔale-râ hall konad.,Har	kas(-i)	mi-tavânad	in	masʔale-râ	hall	konad.,every	person-indef	impf-can	this	problem-acc	solving	do,Anyone can solve this problem.,,,,,
west2369-8,west2369,Pesar az har kas-i tondtar mi-davad.,Pesar	az	har	kas-i	tondtar	mi-davad.,boy	than	every	person-indef	faster	impf-runs,The boy runs faster than anyone.,,,,,
hind1269-1,hind1269,"Kisii-ne <*bhii> fon kiy-aa thaa, par mãĩ tumhẽ nahĩ bataaũgii, kis-ne.","Kisii-ne	<*bhii>	fon	kiy-aa	thaa,	par	mãĩ	tumhẽ	nahĩ	bataaũgii,	kis-ne.",someone-erg	indef	phone	do-pfv	was	but	I	you	neg	I:will:tell	who-erg,"Someone has phoned, but I won't tell you who.",,,,,
hind1269-2,hind1269,"Kisii-ne <*bhii> fon kiy-aa thaa, par mujhe nahĩ maaluum, kis-ne.","Kisii-ne	<*bhii>	fon	kiy-aa	thaa,	par	mujhe	nahĩ	maaluum,	kis-ne.",someone-erg	indef	phone	do-pfv	was	but	I:dat	neg	known	who-erg,"Someone has phoned, but I don't know who.",,,,,
hind1269-3,hind1269,Mujhe nahĩ lag-taa hai ki kal koii (bhii) aaege.,Mujhe	nahĩ	lag-taa	hai	ki	kal	koii	(bhii)	aaege.,I:dat	neg	seem-impf	is	that	tomorrow	someone	indef	he:will:come,It doesn't seem to me that anyone will come tomorrow.,,,,davison1978a[37],
hind1269-4,hind1269,Ghar mẽ koii (bhii) nahĩ hai.,Ghar	mẽ	koii	(bhii)	nahĩ	hai.,house	in	someone	indef	neg	is,No one (at all) is at home.,,,,bhatia1978[69],
hind1269-5,hind1269,Kisii-ne kuch nahĩ dekh-aa.,Kisii-ne	kuch	nahĩ	dekh-aa.,someone-erg	something	neg	see-pfv,Nobody saw anything. (Or: Someone saw nothing.),,,,davison1978a[29],
hind1269-6,hind1269,Wah kisii-ko/ kisii-ko bhii fon kar-naa caah-tii hai.,Wah	kisii-ko/	kisii-ko	bhii	fon	kar-naa	caah-tii	hai.,she	someone-dat	someone-dat	indef	phone	do-inf	want-impf	is,She wants to phone someone (specific/non-specific).,,,,,
hind1269-7,hind1269,Kisii-ko (bhii) fon kar-o!,Kisii-ko	(bhii)	fon	kar-o!,someone-dat	indef	phone	do-impv,Phone someone!,,,,,
hind1269-8,hind1269,Kyaa aap-ne kisii-ko/ kisii-ko bhii dekh-aa?,Kyaa	aap-ne	kisii-ko/	kisii-ko	bhii	dekh-aa?,q	you-erg	someone-dat	someone	indef	see-pfv,Did you see somebody/anybody?,,,,davison1978a[27-28],
hind1269-9,hind1269,"Agar koii (bhii) fon kare, mujhe bataanaa.","Agar	koii	(bhii)	fon	kare,	mujhe	bataanaa.",if	someone	indef	phone	calls	I:dat	tell,"If anybody (at all) calls, tell me.",,,,,
hind1269-10,hind1269,Yeh laṛkaa apne vidyaalay ke kisii bhii laṛke se zyaada tez daur-taa hai.,Yeh	laṛkaa	apne	vidyaalay	ke	kisii	bhii	laṛke	se	zyaada	tez	daur-taa	hai.,this	boy	his	class	of	someone	indef	boy	from	more	fast	run-impf	is,This boy runs faster than anyone in his class.,,,,,
hind1269-11,hind1269,Ghar mẽ koii bhii aa sak-taa hai.,Ghar	mẽ	koii	bhii	aa	sak-taa	hai.,house	in	someone	indef	come	can-impf	is,Anyone can come into the house.,,,,bhatia1978[70],
nucl1301-1,nucl1301,"San-a biri(si) telefon et-ti. Bil, bakalım, kim.","San-a	biri(si)	telefon	et-ti.	Bil,	bakalım,	kim.",you-dat	one	phone	do-pst	know	we'll.see	who,Someone phoned you. Guess who.,,,,,
nucl1301-2,nucl1301,San-a biri(si)/ herhangi biri telefon et-ti. Kim ol-duğ-u-nu bil-m-iyor-um.,San-a	biri(si)/	herhangi	biri	telefon	et-ti.	Kim	ol-duğ-u-nu	bil-m-iyor-um.,you-dat	one	any	one	phone	do-pst	who	be-rel-3sg-acc	know-neg-impf-1sg,Someone phoned you. I don't know who.,,,,,
nucl1301-3,nucl1301,Herhangi bir yer-e/ bir yer-e telefon et!,Herhangi	bir	yer-e/	bir	yer-e	telefon	et!,any	one	place-dat	one	place-dat	phone	do(impv),Call somewhere (or other)!,,,,,
nucl1301-4,nucl1301,Herhangi bir şey/ bir şey/ hiç bir şey duy-du-n mu?,Herhangi	bir	şey/	bir	şey/	hiç	bir	şey	duy-du-n	mu?,any	one	thing	one	thing	indef	one	thing	hear-pst-2sg	q,Did you hear anything?,,,,,
nucl1301-5,nucl1301,"Herhangi biri/ biri telefon ed-er-se, ban-a hemen söyle.","Herhangi	biri/	biri	telefon	ed-er-se,	ban-a	hemen	söyle.",any	one	one	phone	do-aor-cond	I-dat	straight.away	say(impv),"If anyone calls, tell me immediately.",,,,,
nucl1301-6,nucl1301,Kimse-nin/ herhangi biri-nin/ hiç kimse-nin gel-me-si gerekli değil.,Kimse-nin/	herhangi	biri-nin/	hiç	kimse-nin	gel-me-si	gerekli	değil.,anyone-gen	any	one-gen	indef	anyone-gen	come-masd-3sg	necessary	neg.is,It is not necessary for anyone to come.,,,,,
nucl1301-7,nucl1301,Hiç bir şey/ herhangi bir şey/ bir şey gör-me-di-m.,Hiç	bir	şey/	herhangi	bir	şey/	bir	şey	gör-me-di-m.,indef	one	thing	any	one	thing	one	thing	see-neg-pst-1sg,I didn't see anything.,,,,,
nucl1301-8,nucl1301,Herhangi biri bu problem-i çöz-ebil-ir.,Herhangi	biri	bu	problem-i	çöz-ebil-ir.,any	one	this	problem-acc	solve-abil-aor(3sg),Anyone can solve this problem.,,,,,
nucl1301-9,nucl1301,Murat sınıf-ın-da-ki herhangi birin-den daha hızlı koş-ar.,Murat	sınıf-ın-da-ki	herhangi	birin-den	daha	hızlı	koş-ar.,Murat	class-3sg-loc-attr	any	one-abl	more	fast	run-aor,Murat runs faster than anyone in his class.,,,,,
kaza1248-1,kaza1248,Älde-qajdan mašina-nyŋ gudag-y estil-di.,Älde-qajdan	mašina-nyŋ	gudag-y	estil-di.,indef-where	car-gen	honk-3sg	sound-pst,Somewhere the honk of a car sounded.,,,,sauranbaev1954[151],
